cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url
cord-000278,,WHO,Treatment Antiviral Study,10.1000/sample.278,PMC9718559,45675021.0,no-cc,We analyzed data from multiple sources. The implications for public health are discussed.,2019-07-20,"Author 278, Co-Author 278",The Lancet,,,,document_parses/pdf_json/278.json,,https://example.com/paper/278
cord-000279,sha000279,WHO,Epidemiology Clinical Symptoms Coronavirus Study,10.1000/sample.279,PMC2765414,,cc-by-nc,Further research is needed to confirm these findings. We analyzed data from multiple sources.,2019-11-15,"Author 279, Co-Author 279",Antiviral Research,,WHO-4303,,,,https://example.com/paper/279
cord-000280,sha000280,arXiv,Vaccine Symptoms Pandemic Outbreak Study,10.1000/sample.280,,76513956.0,no-cc,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. The implications for public health are discussed. We analyzed data from multiple sources.,2020-06-21,"Author 280, Co-Author 280",Cell,,,,,,
cord-000281,,WHO,Antibody Prevention Study,10.1000/sample.281,PMC7061063,27103900.0,no-cc,We analyzed data from multiple sources. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2020-04-24,"Author 281, Co-Author 281",Virology Journal,,,,,,https://example.com/paper/281
cord-000282,sha000282,WHO,Epidemiology Coronavirus Symptoms Immunity Study,10.1000/sample.282,PMC3458755,63670451.0,,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. The implications for public health are discussed.,2020-05-01,"Author 282, Co-Author 282",Vaccine,,WHO-1810,,,,https://example.com/paper/282
cord-000283,,PubMed,Antiviral Therapy Study,10.1000/sample.283,PMC7913101,62190363.0,cc-by,,2021-11-23,"Author 283, Co-Author 283",New England Journal of Medicine,3623960525.0,,,,,
cord-000284,sha000284,Elsevier,Sars-Cov-2 Antiviral Treatment Epidemiology Study,10.1000/sample.284,,,cc-by,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. The implications for public health are discussed.,2021-10-06,"Author 284, Co-Author 284",,4534588488.0,WHO-1531,,document_parses/pdf_json/284.json,,
cord-000285,sha000285,bioRxiv,Symptoms Pandemic Epidemiology Study,10.1000/sample.285,,12839001.0,cc-by,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2021-02-18,"Author 285, Co-Author 285",bioRxiv,,WHO-4438,2020.5811,document_parses/pdf_json/285.json,document_parses/pmc_json/285.json,https://example.com/paper/285
cord-000286,sha000286,arXiv,Epidemiology Covid-19 Sars-Cov-2 Study,10.1000/sample.286,PMC8990200,,cc-by-nc,We analyzed data from multiple sources. The implications for public health are discussed.,2020-09-23,"Author 286, Co-Author 286",PLOS ONE,2528026952.0,,,,,
cord-000287,,PMC,Transmission Sars-Cov-2 Study,10.1000/sample.287,,11831931.0,cc-by-nc,,2021-01-04,"Author 287, Co-Author 287",Vaccine,,WHO-2913,,document_parses/pdf_json/287.json,document_parses/pmc_json/287.json,
cord-000288,sha000288,PubMed,Immunity Outbreak Vaccine Coronavirus Prevention Study,10.1000/sample.288,,41743155.0,cc-by,Further research is needed to confirm these findings. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2020-01-27,"Author 288, Co-Author 288",,,,,document_parses/pdf_json/288.json,,
cord-000289,,WHO,Clinical Prevention Study,10.1000/sample.289,PMC7757085,,cc-by,,2021-10-22,"Author 289, Co-Author 289",Nature,7276969882.0,,,document_parses/pdf_json/289.json,,https://example.com/paper/289
cord-000290,,PMC,Antibody Transmission Prevention Study,10.1000/sample.290,PMC9706452,67668666.0,,The implications for public health are discussed. This study investigates COVID-19 related phenomena.,,"Author 290, Co-Author 290",Virology Journal,9007189787.0,,,,document_parses/pmc_json/290.json,
cord-000291,sha000291,PubMed,Symptoms Coronavirus Immunity Sars-Cov-2 Study,10.1000/sample.291,PMC5424046,11077619.0,,The implications for public health are discussed. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,2020-07-15,"Author 291, Co-Author 291",,7850067386.0,,,,,https://example.com/paper/291
cord-000292,sha000292,medRxiv,Treatment Transmission Study,,PMC8103845,48851553.0,no-cc,This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources. The implications for public health are discussed.,2020-08-18,"Author 292, Co-Author 292",Cell,,WHO-7798,,,,https://example.com/paper/292
cord-000293,,medRxiv,Outbreak Coronavirus Study,10.1000/sample.293,PMC9213136,,cc-by-nc,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed.,2021-06-22,,bioRxiv,8900948338.0,,,,,https://example.com/paper/293
cord-000294,sha000294,arXiv,Diagnosis Clinical Antibody Sars-Cov-2 Symptoms Study,10.1000/sample.294,PMC7994796,,cc-by-nc,This study investigates COVID-19 related phenomena. The implications for public health are discussed. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2021-10-26,"Author 294, Co-Author 294",Antiviral Research,4462449882.0,,,document_parses/pdf_json/294.json,document_parses/pmc_json/294.json,https://example.com/paper/294
cord-000295,sha000295,WHO,Covid-19 Immunity Infection Vaccine Diagnosis Study,10.1000/sample.295,PMC3421727,92894635.0,cc-by,We analyzed data from multiple sources. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2021-08-13,"Author 295, Co-Author 295",The Lancet,3617713604.0,WHO-7356,,,,
cord-000296,sha000296,arXiv,Transmission Therapy Immunity Diagnosis Study,,PMC9132997,,cc-by-nc,The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena.,2020-12-23,"Author 296, Co-Author 296",,2281380475.0,WHO-3549,,,document_parses/pmc_json/296.json,https://example.com/paper/296
cord-000297,,medRxiv,Infection Transmission Vaccine Covid-19 Clinical Study,10.1000/sample.297,PMC3170723,43482865.0,,We analyzed data from multiple sources. Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings.,2021-09-23,,Nature,,,,,,https://example.com/paper/297
cord-000298,,PubMed,Transmission Immunity Study,,PMC9609823,,,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2022-10-11,"Author 298, Co-Author 298",bioRxiv,,WHO-1834,,document_parses/pdf_json/298.json,,https://example.com/paper/298
cord-000299,sha000299,PMC,Antibody Covid-19 Study,,PMC2980687,,cc-by,We analyzed data from multiple sources. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2.,2021-01-15,"Author 299, Co-Author 299",International Journal of Infectious Diseases,,,,document_parses/pdf_json/299.json,document_parses/pmc_json/299.json,https://example.com/paper/299
cord-000300,sha000300,Elsevier,Diagnosis Pandemic Infection Symptoms Epidemiology Study,10.1000/sample.300,PMC8640887,,cc-by,This study investigates COVID-19 related phenomena. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2021-02-07,"Author 300, Co-Author 300",bioRxiv,,,,,,https://example.com/paper/300
cord-000301,sha000301,WHO,Antiviral Sars-Cov-2 Vaccine Immunity Clinical Study,10.1000/sample.301,PMC3631333,99433358.0,no-cc,,2020-12-08,"Author 301, Co-Author 301",,,,,,,https://example.com/paper/301
cord-000302,sha000302,arXiv,Sars-Cov-2 Transmission Study,10.1000/sample.302,PMC7196363,36630469.0,cc-by,We analyzed data from multiple sources. The implications for public health are discussed.,2021-04-02,"Author 302, Co-Author 302",Cell,2593375387.0,,,,,https://example.com/paper/302
cord-000303,sha000303,PMC,Immunity Therapy Coronavirus Diagnosis Sars-Cov-2 Study,,PMC2992563,23833135.0,cc-by,The implications for public health are discussed. Further research is needed to confirm these findings. We analyzed data from multiple sources. This study investigates COVID-19 related phenomena.,2021-10-08,"Author 303, Co-Author 303",Journal of Virology,1788415032.0,WHO-8645,,,,https://example.com/paper/303
cord-000304,,PMC,Outbreak Coronavirus Sars-Cov-2 Study,,PMC7855503,77422120.0,cc-by,The implications for public health are discussed. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2022-10-09,"Author 304, Co-Author 304",International Journal of Infectious Diseases,1582963923.0,WHO-6384,,,,https://example.com/paper/304
cord-000305,,Elsevier,Vaccine Transmission Diagnosis Clinical Prevention Study,10.1000/sample.305,,35322723.0,,The implications for public health are discussed. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2022-12-29,"Author 305, Co-Author 305",PLOS ONE,6132068458.0,WHO-1154,,,,https://example.com/paper/305
cord-000306,sha000306,PubMed,Outbreak Antibody Epidemiology Transmission Study,10.1000/sample.306,,89349010.0,no-cc,Results show significant findings regarding SARS-CoV-2. Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources.,2021-06-23,"Author 306, Co-Author 306",Antiviral Research,,,,,,https://example.com/paper/306
cord-000307,sha000307,Elsevier,Transmission Coronavirus Infection Epidemiology Study,10.1000/sample.307,,29961679.0,cc-by,Further research is needed to confirm these findings. The implications for public health are discussed. Results show significant findings regarding SARS-CoV-2.,2020-04-23,"Author 307, Co-Author 307",Emerging Infectious Diseases,,,,,,https://example.com/paper/307
cord-000308,sha000308,bioRxiv,Vaccine Pandemic Study,10.1000/sample.308,PMC2975386,,cc-by-nc,,2020-08-22,"Author 308, Co-Author 308",Journal of Medical Virology,,WHO-6582,,,,https://example.com/paper/308
cord-000309,sha000309,Elsevier,Therapy Clinical Antibody Study,10.1000/sample.309,,,no-cc,Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena. We analyzed data from multiple sources. Further research is needed to confirm these findings.,2021-01-15,"Author 309, Co-Author 309",Antiviral Research,5375354357.0,,,,,https://example.com/paper/309
cord-000310,sha000310,bioRxiv,Pandemic Immunity Infection Transmission Vaccine Study,10.1000/sample.310,PMC6087859,,cc-by,We analyzed data from multiple sources. This study investigates COVID-19 related phenomena. The implications for public health are discussed. Further research is needed to confirm these findings.,2020-07-27,"Author 310, Co-Author 310",Emerging Infectious Diseases,,,,,document_parses/pmc_json/310.json,https://example.com/paper/310
cord-000311,,PubMed,Symptoms Pandemic Coronavirus Antiviral Outbreak Study,10.1000/sample.311,,29623857.0,,Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2.,,"Author 311, Co-Author 311",Nature,,,2020.5075,,,
cord-000312,,PubMed,Sars-Cov-2 Infection Antibody Coronavirus Study,10.1000/sample.312,,92740848.0,,Results show significant findings regarding SARS-CoV-2. The implications for public health are discussed. We analyzed data from multiple sources.,2021-04-24,"Author 312, Co-Author 312",Science,4569955826.0,,,,,https://example.com/paper/312
cord-000313,,PubMed,Transmission Immunity Study,,,,cc-by-nc,Further research is needed to confirm these findings. We analyzed data from multiple sources.,2022-04-25,"Author 313, Co-Author 313",Virology Journal,,WHO-9658,,,,https://example.com/paper/313
cord-000314,sha000314,PMC,Epidemiology Sars-Cov-2 Diagnosis Vaccine Prevention Study,10.1000/sample.314,PMC8075907,61050068.0,cc-by-nc,We analyzed data from multiple sources. Further research is needed to confirm these findings. Results show significant findings regarding SARS-CoV-2. This study investigates COVID-19 related phenomena.,2021-07-19,,Vaccine,8091528345.0,,,,document_parses/pmc_json/314.json,https://example.com/paper/314
cord-000315,sha000315,PMC,Covid-19 Outbreak Therapy Study,10.1000/sample.315,,51130478.0,cc-by-nc,Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2019-09-16,"Author 315, Co-Author 315",medRxiv,4853386221.0,WHO-9562,,,,
cord-000316,sha000316,WHO,Pandemic Therapy Clinical Study,10.1000/sample.316,PMC5756043,41061693.0,no-cc,Further research is needed to confirm these findings. This study investigates COVID-19 related phenomena. Results show significant findings regarding SARS-CoV-2. We analyzed data from multiple sources.,2020-06-28,"Author 316, Co-Author 316",PLOS ONE,6500048261.0,,2020.3083,document_parses/pdf_json/316.json,,
